,Condition,State,City,Price,Currency,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,SINGLE_OWNER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY
MLM813799597,used,Distrito Federal,Tlalpan,149500,MXN,Usado,4409 mm,4,120 hp,No,Delantera,Sí,1596 cc,Ford,4,1.6,Gasolina,51000 km,Fiesta,Manual,1.6 Se Sedan Mt,2016,,,,
MLM793353595,not_specified,Jalisco,San Miguel El Alto,699000,MXN,,,,,,,,4 cc,New Holland,,,,,7610S FWD,Manual,,2020,,,,
MLM812784588,used,Querétaro,Querétaro,55500,MXN,Usado,,,,,,,,,,,,,,,,2010,,,,
MLM812782096,used,Querétaro,Querétaro,199500,MXN,Usado,,,,,,,,,,,,,,,,2003,,,,
MLM811336377,used,Michoacán,Morelia,335000,MXN,Usado,,,,,4x4,Sí,4 L,Toyota,4,4.0,Gasolina,84044 km,Tacoma,Automática,4.0 Tdr Sport V6 At,2013,,,,
MLM776141481,used,Nuevo León,Monterrey,255000,MXN,Usado,,,,,Delantera,,2489 cc,Mazda,4,,Gasolina,60000 km,Mazda 6,Automática,2.5 I Grand Touring Plus At,2016,,,,
MLM793076944,used,Nuevo León,Monterrey,119000,MXN,Usado,,,,,,,1600 cc,Kawasaki,,,,24300 km,VN1700 Classic,,,2007,,Chopper,,
MLM797598040,used,Distrito Federal,Azcapotzalco,299000,MXN,Usado,,,,,Delantera,,3564 cc,Chevrolet,5,,Gasolina,45000 km,Traverse,Automática,3.6 Lt Piel At,2016,,,,
MLM808605910,used,Nuevo León,Monterrey,79000,MXN,Usado,,,,,,,1100 cc,Honda,,,,42760 km,American Classic,,,2000,Honda,Shopper,,
MLM799765752,used,Estado De México,Tlalnepantla de Baz,338900,MXN,Usado,,,,,4x4,,1999 cc,Land Rover,5,,Gasolina,92992 km,Evoque,Automática,2.0 Pure At,2013,,,,
MLM753005484,new,Distrito Federal,Cuauhtémoc,7000,MXN,Nuevo,,,,,,,47 cc,Otras Marcas,,,Gasolina,0 km,Otros Modelos,,,2020,,Mini Motos,,
MLM784240147,new,Morelos,Cuernavaca,39900,MXN,Nuevo,,,,,,,200 cc,DAZON 200 VENTILADO,,,,0 km,Otros Modelos,,,2020,,Motocarros,,
MLM804685543,used,Distrito Federal,Azcapotzalco,182000,MXN,Usado,,,,No,Delantera,,,Hyundai,4,1.6 LITROS,Gasolina,35000 km,Accent,Automática,GL MID AUT 1.6,2019,,,,
MLM808062754,used,Estado De México,Huixquilucan,360000,MXN,Usado,,,,,Delantera,Sí,,Honda,5,,Gasolina,83200 km,Pilot,Automática,3.5 Ex 4x4 At,2016,,,,
MLM799644630,used,Querétaro,Querétaro,230000,MXN,Usado,,,,,Delantera,,,Toyota,5,,Gasolina,32885 km,Yaris,Manual,1.5 5p S Mt,2019,,,,
MLM812854515,used,Distrito Federal,Benito Juárez,205000,MXN,Usado,,,,,Delantera,Sí,,Toyota,4,,Gasolina,27459 km,Corolla,Automática,1.8 Base Cvt,2018,,,,
MLM812037723,used,Distrito Federal,Benito Juárez,587000,MXN,Usado,,,,,Delantera,Sí,,Honda,5,,Gasolina,48000 km,Odyssey,Automática,5p Touring V6/3.5 Aut,2018,,,,
MLM809093378,used,Distrito Federal,Tláhuac,147000,MXN,Usado,4492 mm,5,106 hp,No,Delantera,Sí,1598 cc,Nissan,4,1.6,Gasolina,41663 km,Versa,Manual,1.6 Drive Mt,2018,,,,
MLM809975163,used,Distrito Federal,Iztacalco,159500,MXN,Usado,,,,,,,,Mercedes-Benz,4,,Gasolina,88000 km,Clase C,,C200 CGI Sport 1.8,2011,,,,
MLM804251400,used,Jalisco,Atotonilco El Alto,182500,MXN,Usado,,,,,Delantera,,1.8 L,Chevrolet,5,,Gasolina,65000 km,Trax,Manual,1.8 Ltz Mt,2014,,,,
MLM795641833,used,Michoacán,Morelia,949000,MXN,Usado,,,,,4x4,,3 L,Volkswagen,5,,Diésel,104000 km,Touareg,Automática,3.0 V6 A-v8 T Diesel Paq Multimedia At,2013,,,,
MLM809951643,not_specified,Distrito Federal,Benito Juárez,239000,MXN,,,,,No,,,,Nissan,,,,,Uvan NV350,,,2014,,,,
MLM793076953,used,Nuevo León,Monterrey,119000,MXN,Usado,,,,,,,1200 cc,BMW,,,Gasolina,51920 km,K 1200 LT,,,2002,,Crucero,,
MLM793082889,used,Nuevo León,Monterrey,108900,MXN,Usado,,,,,,,883 cc,Harley-Davidson,,,,6998 km,Cafe Racer,,,2005,,Chopper,,
MLM811375630,not_specified,Nuevo León,García,349000,MXN,,,,,No,,,,ATRO,,,,,,,,2018,,,,
MLM780384206,not_specified,Nuevo León,García,335000,MXN,,,,,No,,,,ATRO,,,,,,,,2018,,,,
MLM806267058,used,Distrito Federal,Iztapalapa,124900,MXN,Usado,,,,,Delantera,,,Renault,4,,Gasolina,89691 km,Fluence,Automática,2.0 Dynamique Cvt Mt,2013,,,,
MLM809070774,used,Distrito Federal,Benito Juárez,214900,MXN,Usado,5380 mm,,,,Delantera,Sí,2.7 L,Toyota,2,2.7,Gasolina,83000 km,Hiace,Manual,2.7 Panel Super Larga Mt,2011,,,,
MLM807297659,used,Distrito Federal,Azcapotzalco,189000,MXN,Usado,,,,,,,,Lincoln,4,,Gasolina,93000 km,Navigator,Automática,Navigator,2010,,,,
MLM777904794,new,Distrito Federal,Iztapalapa,160880,MXN,Nuevo,,,,,,,500 cc,Benelli,,,Gasolina,0 km,TRK 502X,,,2020,,Doble propósito,,
MLM812038802,used,Distrito Federal,Benito Juárez,594000,MXN,Usado,,,,,Trasera,Sí,,Jeep,5,,Gasolina,11641 km,Grand Cherokee,Automática,3.7 Limited Lujo 3.6 4x2 At,2018,,,,
MLM796473913,used,Nuevo León,San Pedro Garza García,189000,MXN,Usado,,,,,4x4,,3 L,BMW,5,,Gasolina,100000 km,X5,Automática,3.0 Sia 5 Pasajeros At,2008,,,,
MLM806323278,used,Nuevo León,Monterrey,829000,MXN,Usado,,,,,4x2,,,Kenworth,,,,476000 km,"T-370 CLIMA, CAJA SECA Y CAMAROTE",Manual,,2016,,,,
MLM812027427,used,Distrito Federal,Benito Juárez,359000,MXN,Usado,,,,,Delantera,Sí,,Toyota,5,,Gasolina,33619 km,Highlander,Automática,3.5 Le At,2017,,,,
MLM772929222,not_specified,Nuevo León,García,349000,MXN,,,,,No,,,,ATRO,,,,,,,,2019,,,,
MLM806659492,used,Estado De México,Nezahualcoyotl,100502,MXN,Usado,,,,No,Trasera,,,Nissan,4,2.4  16 válvulas,Gasolina,128000 km,Urvan,Manual,pasajeros austera,2007,,,,
MLM785767029,used,Distrito Federal,Azcapotzalco,145000,MXN,Usado,3636 mm,5,98 hp,No,Delantera,Sí,1399 cc,Chevrolet,5,1.4,Gasolina,6000 km,Spark,Manual,1.4 Lt Mt,2019,,,,
MLM813410762,used,Jalisco,San Juan De Los Lagos,750000,MXN,Usado,,,,,,,,John Deere,,,,,310SJ,,,2011,,,,
MLM813410714,not_specified,Jalisco,San Juan De Los Lagos,12000,USD,,,,,No,,,,LAY-MORE,,,,,SM300,,,2013,,,,
MLM805802072,used,Distrito Federal,Iztapalapa,135000,MXN,Usado,,,,,,,,Ford,4,,Gasolina,130000 km,F-150,,doble cabina,2006,,,,
MLM812025888,used,Distrito Federal,Benito Juárez,156000,MXN,Usado,,,,,Delantera,Sí,,Chevrolet,4,,Gasolina,7963 km,Aveo,Automática,1.6 Ls At,2018,,,,
MLM805176243,used,Estado De México,Huixquilucan,175000,MXN,Usado,,,,,Delantera,Sí,,Volkswagen,4,,Gasolina,96701 km,Passat,Automática,2.5 Comfortline At,2015,,,,
MLM774138013,used,Nuevo León,Monterrey,170000,MXN,Usado,,,,,,,1200 cc,Indian,,,Gasolina,24800 km,Scout,,,2017,,Chopper,,
MLM803348979,used,Nuevo León,San Pedro Garza García,380000,MXN,Usado,,,,,4x2,,2488 cc,Mazda,5,,Gasolina,43000 km,CX-5,Automática,2.5 S Grand Touring 4x2 At,2018,,,,
