,Condition,State,City,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER,Price_MXN
MLM810781549,used,Distrito Federal,Gustavo A. Madero,Usado,4248.0,5.0,180.0,Delantera,Sí,1368.0,Fiat,5.0,1.4,Gasolina,21141.0,500,Automática,1.4 X Easy At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,249900.0
MLM809909369,used,Morelos,Cuernavaca,Usado,4686.0,5.0,211.0,Trasera,Sí,1991.0,Mercedes-Benz,4.0,2.0,Gasolina,9925.0,Clase C,Automática,2.0 250 Cgi Sport At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,414900.0
MLM809485951,used,Distrito Federal,Tlalpan,Usado,4351.0,5.0,237.0,Delantera,Sí,1742.0,Alfa Romeo,5.0,1.8,Gasolina,38000.0,Giulietta,Automática,1.8 Quadrifoglio Verde Ddct At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,293500.0
MLM809078551,used,Distrito Federal,Alvaro Obregón,Usado,5220.0,,261.0,4x2,Sí,3954.0,Nissan,2.0,4.0,Gasolina,29000.0,Frontier,Automática,4.0 Pro-4x V6 4x2 At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,355000.0
MLM807909572,used,Veracruz,Xalapa,Usado,,,,nan,nan,,AMC,4.0,nan,Gasolina,34000.0,DIPLOMAT,Manual,CLASSIC,1974.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,130000.0
MLM807719665,used,Distrito Federal,Miguel Hidalgo,Usado,4555.0,5.0,,4x2,Sí,2500.0,Mazda,5.0,2.5,Gasolina,48299.0,CX-5,Manual,2.5 S Grand Touring 4x2 Mt,2014.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,225100.0
MLM807705649,used,Veracruz,Coatzacoalcos,Usado,,,,Trasera,nan,,Mercedes-Benz,5.0,nan,Gasolina,683.0,Clase V,Automática,5p 250 Avantgarde L4/2.2/TDI Aut 7 Asientos,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,885000.0
MLM807525113,used,Aguascalientes,Aguascalientes,Usado,4849.0,4.0,,Delantera,Sí,2400.0,Dodge,4.0,2.4,Gasolina,102000.0,Avenger,Automática,2.4 Sxt Sport At,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,110000.0
MLM807104989,used,Distrito Federal,Miguel Hidalgo,Usado,,,,4x2,nan,2360.0,Jeep,5.0,nan,Gasolina,36900.0,Compass,Automática,2.4 Limited 4x2 At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,259500.0
MLM805590544,used,Querétaro,Querétaro,Usado,,,,4x2,nan,2500.0,Mazda,5.0,nan,Gasolina,138000.0,CX-5,Manual,2.5 S Grand Touring 4x2 Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,248000.0
MLM805548579,used,Baja California,Tijuana,Usado,,,,6x2,nan,,Kenworth,nan,nan,nan,500.0,T660,Manual,nan,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,11111.0
MLM805516013,used,Morelos,Cuernavaca,Usado,,,,Trasera,nan,,Jeep,5.0,nan,Gasolina,44000.0,Grand Cherokee,Automática,5p Limited Lujo 4x2 V6/3.6 Aut,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,420000.0
MLM805509225,used,Querétaro,Querétaro,Usado,,,,Delantera,Sí,2500.0,Mazda,4.0,2.5,Gasolina,132000.0,Mazda 3,Manual,2.5 Sedan S L4 Man Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,195000.0
MLM804255953,used,Baja California Sur,Los Cabos,Usado,4236.0,5.0,,Delantera,Sí,2000.0,SEAT,5.0,2.0,Gasolina,60000.0,Leon,Manual,2.0 T Cupra,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,278000.0
MLM803754268,used,Jalisco,Zapopan,Usado,4652.0,5.0,170.0,Delantera,nan,2500.0,Volkswagen,4.0,2.5,Gasolina,190000.0,Jetta,Automática,2.5 Style Active Tiptronic At,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,136000.0
MLM802081981,used,Nuevo León,Monterrey,Usado,,,,4x4,nan,1984.0,Volkswagen,5.0,nan,Gasolina,32000.0,Tiguan,Automática,2.0 Highline At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,460000.0
MLM801989431,used,Morelos,Cuernavaca,Usado,,,,4x4,nan,2979.0,BMW,5.0,nan,Gasolina,17300.0,X6,Automática,3.0 Xdrive 35ia At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,699000.0
MLM801181205,used,Jalisco,Tepatitlán de Morelos,Usado,4888.0,5.0,,Delantera,Sí,2400.0,Dodge,5.0,2.4,Gasolina,85000.0,Journey,Manual,2.4 Sxt 7 Pasajeros Plus Mt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,168000.0
MLM807054421,used,Puebla,Puebla,Usado,,,,4x4,nan,3500.0,Toyota,5.0,nan,Gasolina,149000.0,Highlander,Automática,Base Premium Aa R-17 At,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149000.0
MLM800244603,used,Distrito Federal,Alvaro Obregón,Usado,,,,Delantera,nan,1984.0,Volkswagen,4.0,nan,Gasolina,42027.0,Jetta,Manual,1.4 T Fsi Comfortline,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,290000.0
MLM806568129,used,Jalisco,Guadalajara,Usado,,,,4x2,nan,5654.0,RAM,2.0,nan,Gasolina,1000.0,4000,Manual,5.7 Chasis Cabina Pl 4x2 Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,498500.0
MLM800114495,used,Estado De México,Tlalnepantla de Baz,Usado,,,,Delantera,nan,1600.0,Volkswagen,4.0,nan,Gasolina,39000.0,Vento,Manual,1.6 Starline Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,144900.0
MLM797745068,used,Querétaro,Querétaro,Usado,,,,Delantera,Sí,,Toyota,5.0,nan,Gasolina,119668.0,Sienna,Automática,3.5 Xle At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,319900.0
MLM797747058,used,Querétaro,Querétaro,Usado,,,,Delantera,nan,,Chevrolet,4.0,nan,Gasolina,42464.0,Cavalier,Automática,4 pts. C PREMIER AT,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199900.0
MLM796993677,used,Distrito Federal,Tlalpan,Usado,,,,nan,No,,Kia,5.0,nan,Gasolina,32963.0,Soul,Manual,LX TM,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,215000.0
MLM808679414,used,Hidalgo,Pachuca De Soto,Usado,,2.0,305.0,Trasera,Sí,3800.0,Ford,2.0,3.8,Gasolina,64000.0,Mustang,Automática,3.8 V6 At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,370000.0
MLM791660022,used,Guerrero,Acapulco,Usado,,,,Trasera,nan,1998.0,BMW,4.0,nan,Gasolina,4153.0,Serie 3,Automática,2.0 320ia At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,595000.0
MLM788408625,used,Jalisco,Zapopan,Usado,,,,Delantera,nan,999.0,Volkswagen,5.0,nan,Gasolina,62000.0,Up!,Manual,1.0 Cross Up! Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,155000.0
MLM806249252,used,Nuevo León,Monterrey,Usado,,,,Delantera,nan,2500.0,Volkswagen,4.0,nan,Gasolina,155000.0,Bora,Automática,2.5 Style Tiptronic Bt At,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,99900.0
MLM813584313,used,Distrito Federal,Gustavo A. Madero,Usado,,,,nan,nan,,Dodge,2.0,nan,Gasolina,1500.0,coronet 440,nan,nan,1966.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,300000.0
MLM799322992,used,Sonora,Hermosillo,Usado,,,,4x4,nan,3604.0,Jeep,5.0,nan,Gasolina,52000.0,Wrangler,Automática,3.7 Unlimited Sahara 3.6 4x4 At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,555000.0
MLM810609309,used,Nuevo León,San Pedro Garza García,Usado,4528.0,,450.0,4x4,Sí,2981.0,Porsche,2.0,3.0,Gasolina,9440.0,911,Automática,3.0 Carrera Targa 4 Gts Pdk At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,2299000.0
MLM807297898,used,Querétaro,Querétaro,Usado,4064.0,5.0,130.0,Delantera,Sí,1497.0,Honda,5.0,1.5,Gasolina,58000.0,Fit,Manual,1.5 Fun Mt 5 marchas,2017.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,185000.0
MLM792548327,used,Nuevo León,Santiago,Usado,,,,nan,nan,,Kenworth,nan,nan,nan,180000.0,T660,Manual,nan,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,180000.0
MLM812919378,used,Distrito Federal,Iztacalco,Usado,4544.0,4.0,,Delantera,Sí,1500.0,Chevrolet,4.0,1.5,Gasolina,27176.0,Cavalier,Automática,1.5 Premier At,2018.0,nan,nan,nan,4.0,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199000.0
MLM812347910,used,San Luis Potosí,San Luis Potosí,Usado,4294.0,5.0,141.0,Delantera,Sí,1799.0,Honda,5.0,1.8,Gasolina,56000.0,HR-V,Automática,1.8 Touring Cvt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,279000.0
MLM811533889,used,Hidalgo,Pachuca De Soto,Usado,,,,nan,nan,1000.0,Polaris,nan,nan,Gasolina,100.0,Rzr 1000,nan,nan,2018.0,Sí,Polaris,Cuatrimotos,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,449900.0
MLM809440493,used,Distrito Federal,Tlalpan,Usado,4295.0,5.0,118.0,Delantera,Sí,1598.0,Nissan,5.0,1.6,Gasolina,47512.0,Kicks,Automática,1.6 Exclusive At Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM808740740,used,Querétaro,San Juan Del Río,Usado,,,,Delantera,Sí,1500.0,Mini,3.0,1.5,Gasolina,39000.0,Cooper,Manual,1.5 3p Chili L3 T Man Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199000.0
MLM808636456,used,Jalisco,Guadalajara,Usado,4855.0,4.0,245.0,Delantera,Sí,1998.0,Kia,4.0,2.0,Gasolina,72000.0,Optima,Automática,2.0 L Turbo Gdi Sxl At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,299000.0
MLM807407178,used,Distrito Federal,Miguel Hidalgo,Usado,4408.0,,105.0,Delantera,nan,1200.0,Volkswagen,2.0,1.2,Gasolina,38000.0,Caddy,Manual,1.2 Cargo Aa Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,210000.0
MLM807123177,used,Distrito Federal,Benito Juárez,Usado,4249.0,4.0,105.0,Delantera,Sí,1498.0,Ford,4.0,1.5,Gasolina,41000.0,Figo,Automática,1.5 Energy Sedan At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,119000.0
MLM805488751,used,Estado De México,Huixquilucan,Usado,,,,4x4,nan,4400.0,BMW,5.0,nan,Gasolina,93417.0,X5,Automática,4.4 Sia Lujo At,2003.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169000.0
MLM808590033,used,Tlaxcala,Yauhquemehcan,Usado,6920.0,4.0,324.0,Trasera,Sí,5967.0,Chevrolet,4.0,6.0,Gasolina,49190.0,Express,Automática,6.0ls C 15 Pas At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,349000.0
MLM803612484,used,Estado De México,Metepec,Usado,,4.0,115.0,Delantera,Sí,1600.0,Chevrolet,4.0,1.6,Gasolina,67000.0,Sonic,Automática,1.6 Ltz L4 Man At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,123000.0
MLM800368686,used,Puebla,Puebla,Usado,,,,4x4,nan,2400.0,Mitsubishi,5.0,nan,Gasolina,152900.0,Outlander,Automática,2.4 Ls Basica Aa Ee At,2008.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,106900.0
MLM796467502,used,Distrito Federal,Benito Juárez,Usado,,,,Delantera,nan,2500.0,Mazda,5.0,nan,Gasolina,80000.0,Mazda 3,Automática,2.5 Hb S Grand Touring L4 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,215000.0
MLM794717291,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,2000.0,Renault,5.0,nan,Gasolina,52000.0,Duster,Automática,2.0 Dynamique Pack At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,162900.0
MLM794668941,used,Distrito Federal,Gustavo A. Madero,Usado,,,,4x4,nan,3500.0,Nissan,5.0,nan,Gasolina,75000.0,Pathfinder,Manual,3.5 Exclusive Awd Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,235000.0
MLM794078070,used,Guanajuato,León,Usado,,,,4x2,nan,4300.0,Chevrolet,4.0,nan,Gasolina,71500.0,Silverado,Automática,4.3 2500 Cab Ext Ls V6 4x2 At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,410000.0
MLM800361599,used,Tlaxcala,Tlaxcala,Usado,,,,4x4,nan,6162.0,GMC,5.0,nan,Gasolina,65000.0,Yukon,Automática,6.2 Denali 8 Vel Awd At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,659900.0
MLM790780534,used,Distrito Federal,Tlalpan,Usado,,,,Trasera,nan,2000.0,Volkswagen,3.0,nan,Diésel,200000.0,Crafter,Manual,2.0 Cargo Van 3.88 Ton Lwb Techo Alto Mt,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,240000.0
MLM810612212,used,Nuevo León,San Pedro Garza García,Usado,,,,nan,No,,BMW,2.0,nan,Eléctrico,210.0,I3,nan,SPORT,2020.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,690000.0
MLM811172587,used,Distrito Federal,Coyoacán,Usado,4300.0,5.0,,Delantera,Sí,1500.0,Toyota,4.0,1.5,Gasolina,46000.0,Yaris,Automática,1.5 Premium Sedan At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,128500.0
MLM783942507,used,Jalisco,Guadalajara,Usado,,,,Delantera,nan,2400.0,Dodge,5.0,nan,Gasolina,17000.0,Journey,Automática,2.4 Sxt L4 7pas At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,229000.0
MLM783497851,used,Distrito Federal,Cuauhtémoc,Usado,,,,Delantera,nan,1798.0,Toyota,4.0,nan,Gasolina,48102.0,Corolla,Automática,1.8 Base Cvt,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,272900.0
MLM790004615,used,Jalisco,Guadalajara,Usado,,,,Delantera,nan,3000.0,Mercedes-Benz,4.0,nan,Gasolina,120000.0,Clase C,Automática,3.0 280 Elegance At,2007.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM771296017,used,Jalisco,Tepatitlán de Morelos,Usado,,,,Delantera,Sí,1500.0,Toyota,4.0,1.5,Gasolina,85000.0,Yaris,Manual,1.5 Hb Core Man Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,138000.0
MLM790565396,used,Nuevo León,Guadalupe,Usado,,,,nan,nan,,Isuzu,nan,nan,nan,125000.0,ELF 500,Manual,nan,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,334500.0
MLM807083639,not_specified,Guanajuato,Celaya,,,,,nan,nan,3406.0,Caterpillar,nan,nan,Diésel,,d8r,nan,nan,2004.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,600000.0
MLM769602650,used,Jalisco,Guadalajara,Usado,,,,Delantera,nan,1600.0,Mini,3.0,nan,Gasolina,50603.0,Paceman,Automática,1.6 S Hot Chili At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,285000.0
MLM807720822,used,Estado De México,Tlalnepantla de Baz,Usado,4555.0,5.0,153.0,Delantera,Sí,1998.0,Mazda,5.0,2.0,Gasolina,62800.0,CX-5,Automática,2.0 L I Sport At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,255900.0
MLM805518171,used,Puebla,San Andrés Cholula,Usado,,,,Trasera,nan,1991.0,Mercedes-Benz,4.0,nan,Gasolina,41983.0,Clase C,Automática,2.0 250 Cgi Sport At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,489900.0
MLM753005480,new,Distrito Federal,Cuauhtémoc,Nuevo,,,,nan,nan,150.0,Otras Marcas,nan,nan,nan,0.0,Otros Modelos,nan,nan,2013.0,nan,nan,Naked,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,19000.0
MLM804306934,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,Sí,,Volkswagen,3.0,nan,Gasolina,12750.0,Beetle,Manual,2.5 Sound Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289500.0
MLM793235038,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,,Volkswagen,5.0,nan,Gasolina,26080.0,Tiguan,Automática,5p Confortline L4/1.4/T Aut Piel,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,399000.0
MLM806655899,used,Estado De México,Nezahualcoyotl,Usado,,,,nan,nan,,Hyundai,4.0,nan,Gasolina,112000.0,Atos,nan,austero,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,57900.0
MLM800709817,used,Guanajuato,Celaya,Usado,,,,Trasera,nan,2000.0,Audi,2.0,nan,Gasolina,62000.0,TT,Automática,2.0 Coupe Tfsi S Tronic Dsg,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,305000.0
MLM785248898,used,Guanajuato,León,Usado,,2.0,,nan,nan,,Club Car,nan,nan,nan,400.0,Precedent,nan,nan,2014.0,No,nan,nan,nan,500.0,,nan,nan,,nan,,nan,nan,nan,nan,nan,88500.0
MLM791686315,used,Querétaro,Querétaro,Usado,,,,nan,nan,1200.0,Harley-Davidson,nan,nan,nan,1900.0,FORTY-EIGHT,nan,nan,2020.0,nan,Hd,Chopper,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,225000.0
MLM812797316,used,Jalisco,Arandas,Usado,,,,nan,nan,420.0,Honda,nan,nan,nan,14000.0,420cc,nan,nan,2008.0,nan,Honda,CUATRIMOTO,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,95000.0
MLM812012059,used,Jalisco,Guadalajara,Usado,,,,nan,nan,1200.0,BMW,nan,4 tiempos,Gasolina,47200.0,R 1200 RT,nan,nan,2014.0,Sí,BMW,Touring,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,198000.0
MLM803887939,used,Jalisco,San Juan De Los Lagos,Usado,,,,4x4,nan,2477.0,Mitsubishi,4.0,nan,Diésel,146000.0,L200,Manual,2.5 Di-d Cabina Doble 4x4 Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,247000.0
MLM794987018,used,Distrito Federal,Coyoacán,Usado,,,,Delantera,nan,2000.0,Volkswagen,4.0,nan,Diésel,240000.0,Jetta,Automática,2.0 Tdi Dsg Bolsa De Aire Tipo Cortina At,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM793109405,used,Estado De México,Naucalpan,Usado,,,,Delantera,nan,2480.0,Volkswagen,4.0,nan,Gasolina,21000.0,Jetta,Automática,1.4 T Fsi Highline Tiptronic,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,360000.0
MLM792712181,new,Distrito Federal,Coyoacán,Nuevo,,,,nan,nan,502.0,Benelli,nan,4 tiempos,Gasolina,0.0,TRK 502,nan,nan,2020.0,nan,BENELLI,Doble propósito,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,160880.0
MLM791277513,used,Estado De México,Huixquilucan,Usado,,,,4x4,nan,,Acura,5.0,nan,Gasolina,60598.0,RDX,Automática,5p V6/3.5 Aut AWD,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,475000.0
MLM801995694,not_specified,Chihuahua,Cuauhtémoc,,,,,nan,nan,,oisa maquinaria,nan,nan,nan,,9 pulgadas,nan,nan,2019.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,21000.0
MLM760311913,new,Distrito Federal,Miguel Hidalgo,Nuevo,,,,nan,nan,300.0,Benelli,nan,4 tiempos,Gasolina,0.0,302 S,nan,nan,2020.0,nan,BENELLI,Deportivas,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,116740.0
MLM799337248,used,Distrito Federal,Alvaro Obregón,Usado,,,,Delantera,nan,1400.0,Fiat,3.0,nan,Gasolina,55000.0,500,Manual,1.4 3p Trendy L4 Man Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,130000.0
MLM799269758,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Delantera,nan,1600.0,Volkswagen,4.0,nan,Gasolina,55000.0,Vento,Manual,1.6 Active Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,120000.0
MLM796164786,used,Sinaloa,Mazatlán,Usado,,,,4x4,nan,2488.0,Nissan,5.0,nan,Gasolina,67000.0,X-Trail,Automática,2.5 Exclusive 3 Row Cvt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,355000.0
MLM795490097,used,Jalisco,Guadalajara,Usado,,4.0,,4x4,Sí,6200.0,Hummer,4.0,6.2,Gasolina,77000.0,H2,Automática,6.2 Ee Qc Piel Pickup Adventure 4x4 At,2006.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,499000.0
MLM796367926,new,Distrito Federal,Coyoacán,Nuevo,,,,nan,nan,251.0,Benelli,nan,nan,nan,0.0,TRK 251,nan,nan,2020.0,nan,nan,Doble propósito,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,89990.0
MLM812780606,used,Estado De México,Tlalnepantla de Baz,Usado,,,,Delantera,Sí,,Chevrolet,5.0,nan,Gasolina,35002.0,Sonic,Automática,1.6 Lt At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,185000.0
MLM806991637,used,Distrito Federal,Miguel Hidalgo,Usado,4662.0,5.0,,4x4,Sí,6000.0,Mercedes-Benz,5.0,6.0,Gasolina,16000.0,Clase G,Manual,6.0g 65 Amg V12 Biturbo Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,4900000.0
MLM796204393,used,Estado De México,Tlalnepantla de Baz,Usado,,,,nan,nan,1200.0,BMW,nan,nan,nan,19000.0,R 1200 RT,nan,nan,2014.0,nan,nan,Touring,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,185000.0
MLM785245488,used,Guanajuato,León,Usado,,2.0,,nan,nan,,Club Car,nan,nan,nan,550.0,Precedent,nan,nan,2014.0,No,nan,nan,nan,500.0,,nan,nan,,nan,,nan,nan,nan,nan,nan,85500.0
MLM779323465,used,Jalisco,Guadalajara,Usado,,,,nan,No,,Sterling,nan,nan,nan,49000.0,LT 9500,Manual,nan,2000.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,990000.0
MLM815560618,used,Nuevo León,Monterrey,Usado,,,,4x4,Sí,,RAM,4.0,nan,Gasolina,97000.0,Ram 2500,Automática,Otras Versiones,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,215000.0
MLM811673946,used,Nuevo León,Monterrey,Usado,,,,Trasera,Sí,,Dodge,4.0,nan,Gasolina,139514.0,Charger,Automática,3.6 Sxt Aa Ee B/a Abs Cd V6 At,2008.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,119000.0
MLM793652701,used,Querétaro,Querétaro,Usado,,,,6x4,nan,,Freightliner,nan,nan,nan,608803.0,CASCADIA,Manual,nan,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,989500.0
MLM757568576,used,Jalisco,Guadalajara,Usado,,,,Delantera,Sí,,Chevrolet,4.0,nan,Gasolina,17092.0,Aveo,Automática,1.6 Lt At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175900.0
MLM806119596,used,Estado De México,Tlalnepantla de Baz,Usado,4620.0,5.0,,Delantera,Sí,2000.0,Renault,4.0,2.0,Gasolina,115000.0,Fluence,Manual,2.0 Dynamique Cvt Mt,2012.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,94500.0
MLM773765944,used,Distrito Federal,Benito Juárez,Usado,,,,Delantera,No,,Mini,5.0,2.0,Gasolina,19238.0,Clubman,Automática,2.0 S Hot Chili At,2017.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,360000.0
MLM756350491,new,Estado De México,Texcoco,Nuevo,,,,Delantera,Sí,,Ford,4.0,2.5,Híbrido/Gasolina,0.0,Escape,Automática,SE SPORT HIBRIDA,2020.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,698400.0
MLM780157696,used,Hidalgo,Tizayuca,Usado,,,,4x2,nan,,International,nan,nan,nan,850000.0,4400,Manual,nan,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,474138.0
